,id,decimalLatitude,decimalLongitude,occurrenceStatus
287,287,-37.89115969,145.2740753,0
288,288,-37.89205709,145.2724743,0
289,289,-38.37426752,144.8831929,0
290,290,-37.84137395,145.1093846,0
291,291,-38.24326993,145.1397561,0
292,292,-38.35025253,144.94038,0
293,293,-38.35023263,144.9404535,0
294,294,-37.6975735,145.1816207,0
295,295,-37.71152121,145.0725469,0
296,296,-37.73467848,145.0985249,0
297,297,-37.7408647,145.2384172,0
298,298,-37.74100087,145.2383382,0
299,299,-38.1012,145.14,0
300,300,-38.46839097,145.1801625,0
301,301,-37.8297,144.909,0
302,302,-38.16307403,145.2465445,0
303,303,-37.91366518,145.2327529,0
304,304,-38.13958735,145.2685231,0
305,305,-38.14015891,145.2783575,0
306,306,-37.8119,145.623,0
307,307,-38.09161365,145.1349939,0
308,308,-38.4111,145.537,0
309,309,-38.2070403,145.4830145,0
310,310,-37.95205304,145.3670322,0
311,311,-37.97172786,145.2948129,0
312,312,-37.9166597,145.2265538,0
313,313,-37.70044267,145.1857561,0
314,314,-38.34504251,144.9800765,0
315,315,-37.73784674,145.1287666,0
316,316,-37.69279805,145.1518392,0
317,317,-37.69834172,145.1825177,0
318,318,-37.85575964,145.2079069,0
319,319,-37.827,145.308,0
320,320,-38.1407627,145.2723031,0
321,321,-37.62283294,145.0747448,0
322,322,-37.89962675,145.2061936,0
323,323,-37.7492,145.09,0
324,324,-38.18285405,145.2325795,0
325,325,-37.7001405,145.189468,0
326,326,-37.839,144.872,0
327,327,-37.57664268,145.2709276,0
328,328,-38.3386,145.076,0
329,329,-37.83995045,145.215857,0
330,330,-38.3078,145.186,0
331,331,-37.69758046,145.1816372,0
332,332,-37.91641394,145.2275872,0
333,333,-37.99710202,145.1746783,0
334,334,-37.78719345,145.0071363,0
335,335,-38.30946861,145.0909397,0
336,336,-37.78720498,145.0071332,0
337,337,-37.632,145.179,0
338,338,-38.09099841,145.1351605,0
339,339,-38.1541,145.213,0
340,340,-38.13025846,145.1717906,0
341,341,-38.3259,145.178,0
342,342,-37.73478382,145.3657777,0
343,343,-37.87881369,145.1977471,0
344,344,-37.71143358,145.0726778,0
345,345,-37.71298804,145.0719087,0
346,346,-37.99724764,145.1746292,0
347,347,-37.83780073,145.2677376,0
348,348,-38.4179,145.454,0
349,349,-38.39297485,145.0194655,0
350,350,-37.7764,145.36,0
351,351,-38.09096862,145.1351776,0
352,352,-37.9950842,145.1312166,0
353,353,-37.78226011,144.8975168,0
354,354,-37.86535719,144.8815871,0
355,355,-37.86471558,144.8073835,0
356,356,-38.36909858,145.7113175,0
357,357,-38.34532988,144.9801397,0
358,358,-38.34501091,144.9796585,0
359,359,-37.78723184,145.00716,0
360,360,-37.74931635,145.0897916,0
361,361,-37.83170525,144.8745584,0
362,362,-37.79133673,145.6381273,0
363,363,-37.79288718,145.6391319,0
364,364,-37.7929122,145.6391355,0
365,365,-37.85869133,144.8266656,0
366,366,-38.4183,145.468,0
367,367,-37.8393444,145.2158493,0
368,368,-37.83828957,145.2189469,0
369,369,-37.74920702,145.089911,0
370,370,-37.72226375,145.2836183,0
371,371,-37.83427469,144.9061684,0
372,372,-37.7086222,144.9949349,0
373,373,-37.83169572,144.874456,0
374,374,-38.19285296,145.1997917,0
375,375,-37.6843,144.964,0
376,376,-38.36929521,144.9802672,0
377,377,-37.66880955,145.1648743,0
378,378,-37.77201395,144.9866542,0
379,379,-37.76194594,144.981616,0
380,380,-37.77243829,144.9867693,0
381,381,-37.62661697,145.4497803,0
382,382,-37.74705679,145.272787,0
383,383,-37.9613,145.244,0
384,384,-38.2679,145.048,0
385,385,-37.75565139,145.250522,0
386,386,-37.75558915,145.2505266,0
387,387,-37.79568618,145.1132388,0
388,388,-37.76195345,144.9814549,0
389,389,-37.75103247,144.9829133,0
390,390,-38.38394715,145.0188278,0
391,391,-37.72287864,145.2053453,0
392,392,-37.73287171,144.9747846,0
393,393,-37.74973041,145.2933163,0
394,394,-37.74853142,145.2906671,0
395,395,-37.76269684,144.9802717,0
396,396,-38.01188936,145.105557,0
397,397,-37.92400975,145.3334603,0
398,398,-38.27816322,145.6260579,0
399,399,-37.76195986,144.9815874,0
400,400,-37.66689265,145.176844,0
401,401,-37.6623,144.99,0
402,402,-37.76319363,145.2945191,0
403,403,-37.78954184,145.0075551,0
404,404,-38.35136311,145.1472315,0
405,405,-37.61761022,144.9454466,0
406,406,-37.83187084,145.2821886,0
407,407,-37.81613298,145.0171753,0
408,408,-37.81610452,145.0172434,0
409,409,-37.78858145,144.9025536,0
410,410,-37.83806678,145.2205837,0
411,411,-37.87999842,144.8008837,0
412,412,-37.8085,145.333,0
413,413,-37.74917041,145.0901771,0
414,414,-37.6340218,145.1926969,0
415,415,-37.91514718,145.2119407,0
416,416,-37.91681208,145.2096665,0
417,417,-37.73288226,144.9747635,0
418,418,-38.00764173,145.1793848,0
419,419,-37.69235502,145.1534251,0
420,420,-38.17508722,145.1272905,0
421,421,-37.83186817,145.2821165,0
422,422,-37.82608581,145.3071702,0
423,423,-37.91562684,145.2277563,0
424,424,-37.73691842,145.2662392,0
425,425,-37.941,145.082,0
426,426,-38.0783,145.205,0
427,427,-37.6355,145.194,0
428,428,-37.92339418,145.3297982,0
429,429,-37.92495632,145.3268117,0
430,430,-37.75115509,144.9814696,0
431,431,-37.71257885,144.9936,0
432,432,-37.88003865,144.8005777,0
433,433,-37.86553901,144.8074544,0
434,434,-37.86561037,144.8839024,0
435,435,-38.17846596,145.57065,0
436,436,-37.7771,145.361,0
437,437,-37.8786,145.198,0
438,438,-38.35016419,144.9403618,0
439,439,-38.0782,145.209,0
440,440,-37.8003,145.503,0
441,441,-37.7896,145.008,0
442,442,-37.77921012,145.0688445,0
443,443,-37.77908491,145.06854,0
444,444,-37.83191242,145.282198,0
445,445,-37.83844678,145.3015266,0
446,446,-37.75099448,144.9813998,0
447,447,-37.8681,145.274,0
448,448,-37.73813494,145.1430362,0
449,449,-37.73822254,145.1435562,0
450,450,-37.7778,145.286,0
451,451,-37.74874717,145.2906313,0
452,452,-37.73146524,145.4396467,0
453,453,-37.77086508,144.9859906,0
454,454,-37.7807,145.615,0
455,455,-38.4974,145.647,0
456,456,-37.8343,145.181,0
457,457,-37.91696022,145.2051947,0
458,458,-37.5634,145.124,0
459,459,-37.71160319,145.0723863,0
460,460,-37.7287,144.978,0
461,461,-37.71774845,145.0594318,0
462,462,-37.71280922,144.9930394,0
463,463,-37.65302416,145.1996392,0
464,464,-37.8004,145.504,0
465,465,-37.7925,144.835,0
466,466,-37.7957,145.113,0
467,467,-37.71733302,145.0593594,0
468,468,-37.70873532,144.9952197,0
469,469,-38.317,145.177,0
470,470,-37.58774384,145.4089706,0
471,471,-37.88108906,145.484349,0
472,472,-37.9162673,145.2110858,0
473,473,-37.78965693,145.0077175,0
474,474,-38.10124633,145.1395355,0
475,475,-38.2323,145.035,0
476,476,-37.84200152,145.109801,0
477,477,-37.74924237,145.0897192,0
478,478,-38.01066444,145.1725587,0
479,479,-37.8344,145.181,0
480,480,-37.91644969,145.2107612,0
481,481,-37.91631638,145.2108343,0
482,482,-37.7777,145.286,0
483,483,-37.86417653,145.1011667,0
484,484,-37.69606836,145.1760847,0
485,485,-37.69603809,145.1766186,0
486,486,-38.08074907,145.5126595,0
487,487,-37.87877457,145.2492004,0
488,488,-38.0413,145.193,0
489,489,-37.74173052,145.0665273,0
490,490,-37.91701881,145.2090095,0
491,491,-37.91710057,145.2085473,0
492,492,-37.91714988,145.2076943,0
493,493,-37.91730905,145.2071434,0
494,494,-37.91713313,145.2063037,0
495,495,-37.76247988,144.9803312,0
496,496,-37.6253,145.274,0
497,497,-37.87897613,145.249868,0
498,498,-37.93182089,145.3508572,0
499,499,-37.74879676,145.0868874,0
500,500,-37.74892688,145.0866877,0
501,501,-37.72065194,145.2126379,0
502,502,-37.7687,145.388,0
503,503,-37.8294907,144.9074854,0
504,504,-37.78955109,145.0075439,0
505,505,-37.87911973,145.2505693,0
506,506,-37.6589,145.098,0
507,507,-37.83912214,145.2299212,0
508,508,-37.86390434,145.1012341,0
509,509,-38.34550494,144.9797935,0
510,510,-37.87236672,145.094539,0
511,511,-37.86136062,144.8084822,0
512,512,-38.36918164,144.9796229,0
513,513,-37.62846388,145.4481231,0
514,514,-38.02906434,145.5347387,0
515,515,-37.99269431,145.2512862,0
516,516,-37.99661169,145.2623215,0
517,517,-38.0617,145.254,0
518,518,-38.0704,145.258,0
519,519,-37.60369068,145.2710842,0
520,520,-37.8262118,145.4859526,0
521,521,-37.7432,145.132,0
522,522,-37.75131618,145.0924355,0
523,523,-37.9406,145.087,0
524,524,-38.3078,145.107,0
525,525,-38.07567316,145.4325935,0
526,526,-38.07565933,145.4323194,0
527,527,-38.04051636,145.1299294,0
528,528,-37.9970009,145.1746955,0
529,529,-37.86525076,144.8073681,0
530,530,-37.6972543,145.1803148,0
531,531,-38.3146,145.106,0
532,532,-37.7895,145.008,0
533,533,-38.26789874,145.0476747,0
534,534,-37.7916,145.008,0
535,535,-37.85037184,145.4757293,0
536,536,-37.77572926,145.4417456,0
537,537,-38.0806,145.21,0
538,538,-38.0781,145.209,0
539,539,-38.39515552,145.1800408,0
540,540,-37.86437733,145.1010976,0
541,541,-37.99942993,145.1739351,0
542,542,-37.99715957,145.1746375,0
543,543,-37.55710189,144.9244306,0
544,544,-37.56174094,144.9238387,0
545,545,-37.8818,145.217,0
546,546,-38.13181336,145.1705435,0
547,547,-37.83274437,144.9808818,0
548,548,-37.78953343,145.0076331,0
549,549,-37.78730584,145.0073097,0
550,550,-37.80908768,145.2766841,0
551,551,-37.85758807,145.1026233,0
552,552,-37.74053986,145.2383095,0
553,553,-37.78725158,145.0071877,0
554,554,-37.78727974,145.0072021,0
555,555,-37.93331349,145.4599641,0
556,556,-37.69474336,144.9844689,0
557,557,-38.0578,145.434,0
558,558,-37.7664214,145.0718624,0
559,559,-37.76608105,145.0788953,0
560,560,-37.76977524,145.0742395,0
561,561,-37.76975103,145.0741751,0
562,562,-37.77855995,145.0685258,0
563,563,-37.8322,145.282,0
564,564,-37.92438646,145.3329912,0
565,565,-38.05963607,145.5182204,0
566,566,-37.60597415,145.2803717,0
567,567,-37.7115,145.073,0
568,568,-37.7154,145.071,0
569,569,-37.6627,145.18,0
570,570,-37.7572,145.181,0
571,571,-37.61383343,145.0413224,0
572,572,-37.78726944,145.0072671,0
573,573,-37.78955224,145.0075576,0
574,574,-37.88004457,144.800515,0
575,575,-37.91454842,145.2109843,0
576,576,-37.91514414,145.2118943,0
577,577,-37.91648154,145.2106282,0
578,578,-37.9167814,145.2097618,0
579,579,-37.89968329,145.2803373,0
580,580,-37.8312,145.157,0
581,581,-37.8313,145.157,0
582,582,-37.71720303,145.0595385,0
583,583,-37.75120529,145.0925261,0
584,584,-37.84132101,145.2135205,0
585,585,-37.91639127,145.2275026,0
586,586,-37.91640518,145.2274917,0
587,587,-37.9165196,145.2270222,0
588,588,-37.71298645,144.9920975,0
589,589,-38.49989934,145.2524927,0
590,590,-37.6627,145.181,0
591,591,-37.83756428,145.1085243,0
592,592,-37.83847605,145.1081311,0
593,593,-37.75355025,145.1098996,0
594,594,-38.24267984,145.1379567,0
595,595,-37.73965151,145.1472587,0
596,596,-37.7753,145.295,0
597,597,-37.5358,144.903,0
598,598,-38.03694989,145.1246708,0
599,599,-37.51085308,145.7488444,0
600,600,-37.71760281,145.0595146,0
601,601,-37.71876835,145.0584637,0
602,602,-37.71453626,145.0581222,0
603,603,-37.91654583,145.2271476,0
604,604,-37.77822694,145.0552049,0
605,605,-37.85867317,144.87314,0
606,606,-37.66387596,145.541027,0
607,607,-37.7502,145.087,0
608,608,-37.62562372,145.1121649,0
609,609,-37.66269729,145.1803948,0
610,610,-38.0808,145.212,0
611,611,-37.8556,145.212,0
612,612,-37.77838655,144.8959052,0
613,613,-38.1931369,145.2002563,0
614,614,-37.73456255,145.0986667,0
615,615,-37.71775928,145.0594936,0
616,616,-37.7126003,144.9922747,0
617,617,-37.91484931,145.2116137,0
618,618,-37.9165023,145.2106473,0
619,619,-37.91667423,145.2100504,0
620,620,-37.91675069,145.2098775,0
621,621,-37.77341996,145.2549872,0
622,622,-37.86301426,144.8751048,0
623,623,-37.78951042,145.0075443,0
624,624,-37.91035139,145.2536875,0
625,625,-37.8685,145.27,0
626,626,-37.91696548,145.2090092,0
627,627,-37.91702995,145.2088169,0
628,628,-37.8216,145.355,0
629,629,-37.87998424,144.8005259,0
630,630,-37.866811,144.8059245,0
631,631,-37.8668167,144.805926,0
632,632,-37.86615859,144.8072419,0
633,633,-37.86516062,144.8073877,0
634,634,-37.86523162,144.8073844,0
635,635,-37.8314,145.157,0
636,636,-37.6349762,145.2465895,0
637,637,-37.94001984,145.081953,0
638,638,-38.3067,145.108,0
639,639,-37.78808876,144.9022053,0
640,640,-37.6866,145.293,0
641,641,-38.10127388,145.139538,0
642,642,-37.96630626,145.0897322,0
643,643,-37.85169567,145.3696921,0
644,644,-37.89620853,145.2030289,0
645,645,-37.89982708,145.2061793,0
646,646,-37.83696008,145.265816,0
647,647,-38.06070283,145.5193114,0
648,648,-37.7469819,145.24376,0
649,649,-38.40680568,144.8611301,0
650,650,-37.86520206,144.8073799,0
651,651,-37.69604875,145.1764285,0
652,652,-37.74863509,145.0851182,0
653,653,-37.7486453,145.0851402,0
654,654,-37.74896315,145.0867201,0
655,655,-37.74918157,145.0901884,0
656,656,-37.70486724,144.978053,0
657,657,-37.86501841,144.807383,0
658,658,-37.67154477,145.3297516,0
659,659,-37.72287689,145.2053259,0
660,660,-37.7452,145.617,0
661,661,-37.90396753,145.2444473,0
662,662,-37.7125,145.293,0
663,663,-37.84192144,145.1099124,0
664,664,-37.60153395,145.2750676,0
665,665,-37.70016721,145.1895104,0
666,666,-38.06366604,145.1429308,0
667,667,-38.06365628,145.1430523,0
668,668,-38.03863768,145.4970035,0
669,669,-38.03855277,145.4971002,0
670,670,-37.86297642,144.875128,0
671,671,-37.86297063,144.8751215,0
672,672,-37.96117548,145.3053082,0
673,673,-37.91479047,145.2114394,0
674,674,-37.7493,145.09,0
675,675,-38.0531,145.366,0
676,676,-37.92218967,145.203395,0
677,677,-37.92204409,145.2027706,0
678,678,-37.83018926,144.906838,0
679,679,-37.92688315,145.5030904,0
680,680,-37.92684325,145.5031121,0
681,681,-37.92689371,145.5030154,0
682,682,-37.92695406,145.5031916,0
683,683,-37.92700205,145.5027516,0
684,684,-37.92694216,145.5031539,0
685,685,-37.92674246,145.5030918,0
686,686,-37.92687401,145.5030155,0
687,687,-37.92712987,145.5032678,0
688,688,-37.92680486,145.5031177,0
689,689,-37.92690746,145.5031691,0
690,690,-37.92684677,145.5031138,0
691,691,-37.92683017,145.503091,0
692,692,-37.92702199,145.5031251,0
693,693,-37.92690259,145.5030712,0
694,694,-37.92688935,145.5030515,0
695,695,-37.92694396,145.5030519,0
696,696,-37.92698218,145.5030123,0
697,697,-37.92688679,145.5031185,0
698,698,-37.92691969,145.5028678,0
699,699,-37.9176,145.21,0
700,700,-38.48214123,145.7463443,0
701,701,-38.3171,145.177,0
702,702,-37.76786021,145.3544786,0
703,703,-37.9416,145.083,0
704,704,-38.06364354,145.1430497,0
705,705,-37.7826,144.943,0
706,706,-38.0582937,145.1464083,0
707,707,-38.3519,145.202,0
708,708,-38.352,145.202,0
709,709,-37.86240473,144.8757835,0
710,710,-37.7411,145.137,0
711,711,-37.7426,145.13,0
712,712,-37.71276926,144.9918322,0
713,713,-37.66263091,145.1804004,0
714,714,-38.32866037,144.9775999,0
715,715,-38.32882897,144.9775703,0
716,716,-37.8652832,144.8794742,0
717,717,-37.74911698,145.0901719,0
718,718,-37.86513065,144.8796158,0
719,719,-37.78953353,145.0075705,0
720,720,-38.18955171,145.5812423,0
721,721,-37.78910324,145.0201768,0
722,722,-37.7618177,144.9814116,0
723,723,-38.08392732,145.1670793,0
724,724,-37.7178,145.059,0
725,725,-38.3777,145.121,0
726,726,-37.7758,145.442,0
727,727,-37.9077,145.312,0
728,728,-38.09406297,145.1353194,0
729,729,-37.77762165,145.1437041,0
730,730,-37.7001237,145.1894513,0
731,731,-38.36918119,145.711337,0
732,732,-37.7501,145.092,0
733,733,-37.73788036,145.1288672,0
734,734,-38.01335246,145.1011188,0
735,735,-37.741,145.137,0
736,736,-37.7471019,145.1934252,0
737,737,-38.37495744,144.9147485,0
738,738,-38.37500702,144.9148255,0
739,739,-38.37499884,144.9148462,0
740,740,-37.7822,144.898,0
741,741,-38.49814315,145.2038518,0
742,742,-37.9078,145.311,0
743,743,-37.83882493,145.2150093,0
744,744,-37.84034742,145.2143929,0
745,745,-37.62691675,145.1061482,0
746,746,-37.95105517,145.2259621,0
747,747,-37.6702,145.173,0
748,748,-38.01021977,145.1725075,0
749,749,-37.86268041,144.8757679,0
750,750,-37.86417105,144.8764891,0
751,751,-38.4112,145.537,0
752,752,-37.6765,145.171,0
753,753,-37.6983403,145.1824187,0
754,754,-37.87206675,145.0942182,0
755,755,-37.87195728,145.0935397,0
756,756,-37.63416228,145.1927388,0
757,757,-37.82963715,144.9092486,0
758,758,-38.14744331,145.1718232,0
759,759,-37.72634018,145.0399489,0
760,760,-37.7702,145.455,0
761,761,-37.7688,145.458,0
762,762,-37.8441,145.372,0
763,763,-37.76191099,144.9815856,0
764,764,-37.7012,144.979,0
765,765,-37.8016,145.28,0
